1	99	水耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		2	99	水耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		3	99	水耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		4	99	水耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		5	99	水耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		6	99	水耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		13	99	水耐性-	-1	-2	0	0.5%	1.9%	0.0%	-2
1	100	水耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		2	100	水耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		3	100	水耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		4	100	水耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		5	100	水耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		6	100	水耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		13	100	水耐性-	-3	0	0	1.6%	0.0%	0.0%	-3
1	114	雷耐性+	1	2	0	0.6%	2.4%	0.0%	2		2	114	雷耐性+	1	2	0	0.6%	2.4%	0.0%	2		3	114	雷耐性+	1	2	0	0.6%	2.4%	0.0%	2		4	114	雷耐性+	1	2	0	0.6%	2.4%	0.0%	2		5	114	雷耐性+	1	2	0	0.6%	2.4%	0.0%	2		6	114	雷耐性+	1	2	0	0.6%	2.4%	0.0%	2		13	114	雷耐性+	1	2	0	0.8%	3.1%	0.0%	2
1	109	雷耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		2	109	雷耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		3	109	雷耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		4	109	雷耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		5	109	雷耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		6	109	雷耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		13	109	雷耐性-	-1	-2	0	0.5%	1.9%	0.0%	-2
1	110	雷耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		2	110	雷耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		3	110	雷耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		4	110	雷耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		5	110	雷耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		6	110	雷耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		13	110	雷耐性-	-3	0	0	1.6%	0.0%	0.0%	-3
1	124	冰耐性+	1	2	0	0.6%	2.4%	0.0%	2		2	124	冰耐性+	1	2	0	0.6%	2.4%	0.0%	2		3	124	冰耐性+	1	2	0	0.6%	2.4%	0.0%	2		4	124	冰耐性+	1	2	0	0.6%	2.4%	0.0%	2		5	124	冰耐性+	1	2	0	0.6%	2.4%	0.0%	2		6	124	冰耐性+	1	2	0	0.6%	2.4%	0.0%	2		13	124	冰耐性+	1	2	0	0.8%	3.1%	0.0%	2
1	119	冰耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		2	119	冰耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		3	119	冰耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		4	119	冰耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		5	119	冰耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		6	119	冰耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		13	119	冰耐性-	-1	-2	0	0.5%	1.9%	0.0%	-2
1	120	冰耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		2	120	冰耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		3	120	冰耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		4	120	冰耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		5	120	冰耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		6	120	冰耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		13	120	冰耐性-	-3	0	0	1.6%	0.0%	0.0%	-3
1	134	龍耐性+	1	2	0	0.6%	2.4%	0.0%	2		2	134	龍耐性+	1	2	0	0.6%	2.4%	0.0%	2		3	134	龍耐性+	1	2	0	0.6%	2.4%	0.0%	2		4	134	龍耐性+	1	2	0	0.6%	2.4%	0.0%	2		5	134	龍耐性+	1	2	0	0.6%	2.4%	0.0%	2		6	134	龍耐性+	1	2	0	0.6%	2.4%	0.0%	2		13	134	龍耐性+	1	2	0	0.8%	3.1%	0.0%	2
1	129	龍耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		2	129	龍耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		3	129	龍耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		4	129	龍耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		5	129	龍耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		6	129	龍耐性-	-1	-2	0	0.4%	1.4%	0.0%	-2		13	129	龍耐性-	-1	-2	0	0.5%	1.9%	0.0%	-2
1	130	龍耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		2	130	龍耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		3	130	龍耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		4	130	龍耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		5	130	龍耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		6	130	龍耐性-	-3	0	0	1.2%	0.0%	0.0%	-3		13	130	龍耐性-	-3	0	0	1.6%	0.0%	0.0%	-3
1	144	技能+	1	0	0	6.0%	0.0%	0.0%	3		2	144	技能+	1	0	0	6.0%	0.0%	0.0%	3		3	144	技能+	1	0	0	6.0%	0.0%	0.0%	3		4	144	技能+	1	0	0	6.0%	0.0%	0.0%	3		5	144	技能+	1	0	0	6.0%	0.0%	0.0%	3		6	144	技能+	1	0	0	6.0%	0.0%	0.0%	3		13	139	孔位+	1	0	0	6.0%	0.0%	0.0%	6
1	145	技能+	1	0	0	4.0%	0.0%	0.0%	6		2	145	技能+	1	0	0	4.0%	0.0%	0.0%	6		3	145	技能+	1	0	0	4.0%	0.0%	0.0%	6		4	145	技能+	1	0	0	4.0%	0.0%	0.0%	6		5	145	技能+	1	0	0	4.0%	0.0%	0.0%	6		6	145	技能+	1	0	0	4.0%	0.0%	0.0%	6		13	140	孔位+	2	0	0	4.2%	0.0%	0.0%	12
1	146	技能+	1	0	0	3.6%	0.0%	0.0%	9		2	146	技能+	1	0	0	3.6%	0.0%	0.0%	9		3	146	技能+	1	0	0	3.6%	0.0%	0.0%	9		4	146	技能+	1	0	0	3.6%	0.0%	0.0%	9		5	146	技能+	1	0	0	3.6%	0.0%	0.0%	9		6	146	技能+	1	0	0	3.6%	0.0%	0.0%	9		13	141	孔位+	3	0	0	1.8%	0.0%	0.0%	18
1	147	技能+	1	0	0	2.8%	0.0%	0.0%	12		2	147	技能+	1	0	0	2.8%	0.0%	0.0%	12		3	147	技能+	1	0	0	2.8%	0.0%	0.0%	12		4	147	技能+	1	0	0	2.8%	0.0%	0.0%	12		5	147	技能+	1	0	0	2.8%	0.0%	0.0%	12		6	147	技能+	1	0	0	2.8%	0.0%	0.0%	12											
1	148	技能+	1	0	0	1.6%	0.0%	0.0%	15		2	148	技能+	1	0	0	1.6%	0.0%	0.0%	15		3	148	技能+	1	0	0	1.6%	0.0%	0.0%	15		4	148	技能+	1	0	0	1.6%	0.0%	0.0%	15		5	148	技能+	1	0	0	1.6%	0.0%	0.0%	15		6	148	技能+	1	0	0	1.6%	0.0%	0.0%	15											
1	149	技能-	-1	0	0	2.0%	0.0%	0.0%	-10		2	149	技能-	-1	0	0	2.0%	0.0%	0.0%	-10		3	149	技能-	-1	0	0	2.0%	0.0%	0.0%	-10		4	149	技能-	-1	0	0	2.0%	0.0%	0.0%	-10		5	149	技能-	-1	0	0	2.0%	0.0%	0.0%	-10		6	149	技能-	-1	0	0	2.0%	0.0%	0.0%	-10											
1	139	孔位+	1	0	0	7.0%	0.0%	0.0%	6		2	139	孔位+	1	0	0	7.0%	0.0%	0.0%	6		3	139	孔位+	1	0	0	7.0%	0.0%	0.0%	6		4	139	孔位+	1	0	0	7.0%	0.0%	0.0%	6		5	139	孔位+	1	0	0	7.0%	0.0%	0.0%	6		6	139	孔位+	1	0	0	7.0%	0.0%	0.0%	6											
1	140	孔位+	2	0	0	2.5%	0.0%	0.0%	12		2	140	孔位+	2	0	0	2.5%	0.0%	0.0%	12		3	140	孔位+	2	0	0	2.5%	0.0%	0.0%	12		4	140	孔位+	2	0	0	2.5%	0.0%	0.0%	12		5	140	孔位+	2	0	0	2.5%	0.0%	0.0%	12		6	140	孔位+	2	0	0	2.5%	0.0%	0.0%	12											
1	141	孔位+	3	0	0	0.5%	0.0%	0.0%	18		2	141	孔位+	3	0	0	0.5%	0.0%	0.0%	18		3	141	孔位+	3	0	0	0.5%	0.0%	0.0%	18		4	141	孔位+	3	0	0	0.5%	0.0%	0.0%	18		5	141	孔位+	3	0	0	0.5%	0.0%	0.0%	18		6	141	孔位+	3	0	0	0.5%	0.0%	0.0%	18											
1	70	防禦+	4	0	0	0.0%	0.0%	0.0%	2		2	70	防禦+	3	0	0	0.0%	0.0%	0.0%	2		3	70	防禦+	3	0	0	0.0%	0.0%	0.0%	2		4	70	防禦+	3	0	0	0.0%	0.0%	0.0%	2		5	70	防禦+	2	0	0	0.0%	0.0%	0.0%	2		6	70	防禦+	1	0	0	0.0%	0.0%	0.0%	2		13	70	防禦+	1	0	0	0.0%	0.0%	0.0%	2
1	71	防禦+	6	0	0	0.0%	0.0%	0.0%	3		2	71	防禦+	4	0	0	0.0%	0.0%	0.0%	3		3	71	防禦+	4	0	0	0.0%	0.0%	0.0%	3		4	71	防禦+	4	0	0	0.0%	0.0%	0.0%	3		5	71	防禦+	3	0	0	0.0%	0.0%	0.0%	3		6	71	防禦+	2	0	0	0.0%	0.0%	0.0%	3		13	71	防禦+	2	0	0	0.0%	0.0%	0.0%	3
1	72	防禦+	7	0	0	0.0%	0.0%	0.0%	4		2	72	防禦+	6	0	0	0.0%	0.0%	0.0%	4		3	72	防禦+	6	0	0	0.0%	0.0%	0.0%	4		4	72	防禦+	5	0	0	0.0%	0.0%	0.0%	4		5	72	防禦+	4	0	0	0.0%	0.0%	0.0%	4		6	72	防禦+	2	0	0	0.0%	0.0%	0.0%	4		13	72	防禦+	2	0	0	0.0%	0.0%	0.0%	4
1	91	火耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	91	火耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	91	火耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	91	火耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	91	火耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	91	火耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	91	火耐性-	-7	0	0	0.0%	0.0%	0.0%	0
1	101	水耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	101	水耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	101	水耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	101	水耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	101	水耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	101	水耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	101	水耐性-	-7	0	0	0.0%	0.0%	0.0%	0
1	111	雷耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	111	雷耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	111	雷耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	111	雷耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	111	雷耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	111	雷耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	111	雷耐性-	-7	0	0	0.0%	0.0%	0.0%	0
1	121	冰耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	121	冰耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	121	冰耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	121	冰耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	121	冰耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	121	冰耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	121	冰耐性-	-7	0	0	0.0%	0.0%	0.0%	0
1	131	龍耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	131	龍耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	131	龍耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	131	龍耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	131	龍耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	131	龍耐性-	-7	0	0	0.0%	0.0%	0.0%	0		1	131	龍耐性-	-7	0	0	0.0%	0.0%	0.0%	0
